delivery_id,order_id,expected_date,delivery_date,delivery_status,delay_days
D025027,O029795,2023-03-08,2023-03-09,Delayed,1
D025028,O029796,2023-03-09,2023-03-09,On-Time,0
D025029,O029797,2023-11-16,2023-11-16,On-Time,0
D025030,O029798,2023-04-05,2023-04-05,On-Time,0
D025031,O029799,2023-12-17,2023-12-17,On-Time,0
D025032,O029801,2023-11-30,2023-11-30,On-Time,0
D025033,O029802,2023-07-28,2023-07-28,On-Time,0
D025034,O029803,2023-04-30,2023-04-30,On-Time,0
D025035,O029804,2023-12-07,2023-12-10,Delayed,3
D025036,O029805,2023-12-17,2023-12-17,On-Time,0
D025037,O029806,2023-08-30,2023-08-30,On-Time,0
D025038,O029808,2023-01-04,2023-01-04,On-Time,0
D025039,O029809,2023-04-22,2023-04-22,On-Time,0
D025040,O029810,2023-02-09,2023-02-09,On-Time,0
D025041,O029811,2023-10-23,2023-10-23,On-Time,0
D025042,O029813,2023-04-11,2023-04-11,On-Time,0
D025043,O029814,2023-02-24,2023-02-27,Delayed,3
D025044,O029815,2023-10-15,2023-10-15,On-Time,0
D025045,O029816,2023-12-09,2023-12-12,Delayed,3
D025046,O029817,2023-01-15,2023-01-17,Delayed,2
D025047,O029818,2023-03-07,2023-03-07,On-Time,0
D025048,O029819,2023-11-17,2023-11-17,On-Time,0
D025049,O029820,2023-03-29,2023-03-29,On-Time,0
D025050,O029821,2023-11-24,2023-11-24,On-Time,0
D025051,O029824,2023-05-02,2023-05-02,On-Time,0
D025052,O029825,2023-05-26,2023-05-28,Delayed,2
D025053,O029826,2023-06-29,2023-06-29,On-Time,0
D025054,O029827,2023-05-09,2023-05-09,On-Time,0
D025055,O029829,2023-09-17,2023-09-17,On-Time,0
D025056,O029830,2023-03-02,2023-03-04,Delayed,2
D025057,O029831,2023-03-12,2023-03-12,On-Time,0
D025058,O029832,2023-06-22,2023-06-22,On-Time,0
D025059,O029833,2023-03-12,2023-03-12,On-Time,0
D025060,O029834,2023-07-16,2023-07-16,On-Time,0
D025061,O029835,2023-08-19,2023-08-19,On-Time,0
D025062,O029837,2023-11-21,2023-11-21,On-Time,0
D025063,O029839,2023-04-24,2023-04-25,Delayed,1
D025064,O029840,2023-01-07,2023-01-10,Delayed,3
D025065,O029842,2023-09-23,2023-09-23,On-Time,0
D025066,O029843,2023-09-02,2023-09-02,On-Time,0
D025067,O029844,2023-11-10,2023-11-10,On-Time,0
D025068,O029845,2023-01-08,2023-01-08,On-Time,0
D025069,O029846,2023-09-01,2023-09-01,On-Time,0
D025070,O029847,2023-01-13,2023-01-13,On-Time,0
D025071,O029848,2023-01-06,2023-01-06,On-Time,0
D025072,O029849,2023-03-15,2023-03-19,Delayed,4
D025073,O029850,2023-05-29,2023-05-29,On-Time,0
D025074,O029851,2023-11-23,2023-11-23,On-Time,0
D025075,O029852,2023-03-07,2023-03-07,On-Time,0
D025076,O029853,2023-02-25,2023-02-25,On-Time,0
D025077,O029854,2023-07-01,2023-07-01,On-Time,0
D025078,O029858,2023-01-06,2023-01-08,Delayed,2
D025079,O029859,2023-08-02,2023-08-02,On-Time,0
D025080,O029860,2023-06-25,2023-06-25,On-Time,0
D025081,O029861,2023-02-06,2023-02-06,On-Time,0
D025082,O029862,2023-08-15,2023-08-15,On-Time,0
D025083,O029864,2023-05-04,2023-05-04,On-Time,0
D025084,O029866,2023-05-17,2023-05-17,On-Time,0
D025085,O029867,2023-09-21,2023-09-21,On-Time,0
D025086,O029869,2023-10-11,2023-10-11,On-Time,0
D025087,O029870,2023-09-16,2023-09-16,On-Time,0
D025088,O029871,2023-09-30,2023-09-30,On-Time,0
D025089,O029873,2023-03-27,2023-03-27,On-Time,0
D025090,O029874,2023-01-26,2023-01-26,On-Time,0
D025091,O029875,2023-06-03,2023-06-03,On-Time,0
D025092,O029876,2023-05-30,2023-05-30,On-Time,0
D025093,O029877,2023-11-02,2023-11-02,On-Time,0
D025094,O029878,2023-10-27,2023-10-27,On-Time,0
D025095,O029879,2023-10-06,2023-10-06,On-Time,0
D025096,O029880,2023-10-14,2023-10-14,On-Time,0
D025097,O029881,2023-09-21,2023-09-21,On-Time,0
D025098,O029882,2023-12-21,2023-12-22,Delayed,1
D025099,O029884,2023-11-02,2023-11-02,On-Time,0
D025100,O029885,2023-05-01,2023-05-01,On-Time,0
D025101,O029886,2023-01-07,2023-01-07,On-Time,0
D025102,O029887,2023-10-03,2023-10-03,On-Time,0
D025103,O029888,2023-09-22,2023-09-22,On-Time,0
D025104,O029889,2023-06-23,2023-06-23,On-Time,0
D025105,O029890,2023-02-06,2023-02-06,On-Time,0
D025106,O029891,2023-12-29,2023-12-29,On-Time,0
D025107,O029892,2023-09-30,2023-10-04,Delayed,4
D025108,O029893,2023-07-28,2023-07-28,On-Time,0
D025109,O029894,2023-02-14,2023-02-14,On-Time,0
D025110,O029895,2023-10-11,2023-10-11,On-Time,0
D025111,O029896,2023-01-08,2023-01-11,Delayed,3
D025112,O029897,2023-09-24,2023-09-24,On-Time,0
D025113,O029898,2023-07-16,2023-07-17,Delayed,1
D025114,O029899,2023-07-19,2023-07-19,On-Time,0
D025115,O029900,2023-08-30,2023-08-30,On-Time,0
D025116,O029901,2023-06-15,2023-06-15,On-Time,0
D025117,O029902,2023-09-16,2023-09-16,On-Time,0
D025118,O029903,2023-06-28,2023-06-28,On-Time,0
D025119,O029905,2023-01-09,2023-01-09,On-Time,0
D025120,O029906,2023-02-27,2023-02-27,On-Time,0
D025121,O029907,2023-03-31,2023-03-31,On-Time,0
D025122,O029908,2023-06-19,2023-06-19,On-Time,0
D025123,O029909,2023-05-21,2023-05-21,On-Time,0
D025124,O029910,2023-10-16,2023-10-16,On-Time,0
D025125,O029911,2023-05-13,2023-05-13,On-Time,0
D025126,O029912,2023-10-12,2023-10-16,Delayed,4
D025127,O029914,2023-11-07,2023-11-07,On-Time,0
D025128,O029916,2023-10-06,2023-10-06,On-Time,0
D025129,O029917,2023-06-02,2023-06-02,On-Time,0
D025130,O029918,2023-03-01,2023-03-01,On-Time,0
D025131,O029919,2023-11-10,2023-11-10,On-Time,0
D025132,O029920,2023-07-02,2023-07-02,On-Time,0
D025133,O029921,2023-02-28,2023-02-28,On-Time,0
D025134,O029922,2023-07-25,2023-07-25,On-Time,0
D025135,O029923,2023-07-12,2023-07-12,On-Time,0
D025136,O029924,2023-06-14,2023-06-18,Delayed,4
D025137,O029925,2023-01-07,2023-01-07,On-Time,0
D025138,O029926,2023-02-10,2023-02-10,On-Time,0
D025139,O029927,2023-10-26,2023-10-27,Delayed,1
D025140,O029928,2023-08-11,2023-08-11,On-Time,0
D025141,O029929,2023-10-30,2023-10-30,On-Time,0
D025142,O029930,2023-05-18,2023-05-18,On-Time,0
D025143,O029931,2023-03-03,2023-03-03,On-Time,0
D025144,O029932,2023-04-22,2023-04-25,Delayed,3
D025145,O029933,2023-01-12,2023-01-12,On-Time,0
D025146,O029935,2023-03-20,2023-03-20,On-Time,0
D025147,O029937,2023-08-14,2023-08-14,On-Time,0
D025148,O029938,2023-03-27,2023-03-27,On-Time,0
D025149,O029940,2023-04-26,2023-04-26,On-Time,0
D025150,O029941,2023-11-29,2023-11-29,On-Time,0
D025151,O029942,2023-12-09,2023-12-09,On-Time,0
D025152,O029943,2023-02-01,2023-02-01,On-Time,0
D025153,O029944,2023-03-17,2023-03-17,On-Time,0
D025154,O029945,2023-12-16,2023-12-16,On-Time,0
D025155,O029946,2023-11-05,2023-11-05,On-Time,0
D025156,O029947,2023-11-27,2023-11-27,On-Time,0
D025157,O029948,2023-08-17,2023-08-17,On-Time,0
D025158,O029949,2023-10-10,2023-10-10,On-Time,0
D025159,O029950,2023-08-15,2023-08-15,On-Time,0
D025160,O029952,2023-07-04,2023-07-04,On-Time,0
D025161,O029953,2023-03-31,2023-03-31,On-Time,0
D025162,O029954,2023-04-05,2023-04-05,On-Time,0
D025163,O029955,2023-09-30,2023-09-30,On-Time,0
D025164,O029957,2023-01-02,2023-01-02,On-Time,0
D025165,O029958,2023-08-22,2023-08-22,On-Time,0
D025166,O029959,2023-12-14,2023-12-14,On-Time,0
D025167,O029960,2023-09-15,2023-09-17,Delayed,2
D025168,O029961,2023-10-30,2023-10-30,On-Time,0
D025169,O029962,2023-05-01,2023-05-01,On-Time,0
D025170,O029963,2023-05-30,2023-05-30,On-Time,0
D025171,O029964,2023-04-07,2023-04-07,On-Time,0
D025172,O029966,2023-09-15,2023-09-15,On-Time,0
D025173,O029967,2023-12-16,2023-12-16,On-Time,0
D025174,O029968,2023-07-26,2023-07-26,On-Time,0
D025175,O029969,2023-07-17,2023-07-17,On-Time,0
D025176,O029970,2023-03-23,2023-03-23,On-Time,0
D025177,O029972,2023-04-19,2023-04-19,On-Time,0
D025178,O029973,2023-06-21,2023-06-21,On-Time,0
D025179,O029974,2023-02-10,2023-02-10,On-Time,0
D025180,O029975,2023-03-18,2023-03-18,On-Time,0
D025181,O029976,2023-09-06,2023-09-06,On-Time,0
D025182,O029977,2023-02-17,2023-02-17,On-Time,0
D025183,O029978,2023-06-02,2023-06-02,On-Time,0
D025184,O029979,2023-04-17,2023-04-17,On-Time,0
D025185,O029981,2023-11-18,2023-11-18,On-Time,0
D025186,O029982,2023-11-27,2023-11-27,On-Time,0
D025187,O029983,2023-01-28,2023-01-28,On-Time,0
D025188,O029984,2023-08-11,2023-08-11,On-Time,0
D025189,O029985,2023-06-25,2023-06-25,On-Time,0
D025190,O029986,2023-10-25,2023-10-25,On-Time,0
D025191,O029987,2023-07-10,2023-07-10,On-Time,0
D025192,O029991,2023-02-19,2023-02-19,On-Time,0
D025193,O029992,2023-02-02,2023-02-02,On-Time,0
D025194,O029993,2023-12-02,2023-12-02,On-Time,0
D025195,O029994,2023-07-05,2023-07-05,On-Time,0
D025196,O029995,2023-07-09,2023-07-09,On-Time,0
D025197,O029996,2023-06-29,2023-06-29,On-Time,0
D025198,O029998,2023-09-04,2023-09-04,On-Time,0
D025199,O029999,2023-06-15,2023-06-15,On-Time,0
D025200,O030000,2023-11-10,2023-11-10,On-Time,0
D025201,O030001,2023-09-20,2023-09-20,On-Time,0
D025202,O030003,2023-02-16,2023-02-20,Delayed,4
D025203,O030004,2023-07-11,2023-07-11,On-Time,0
D025204,O030005,2023-08-26,2023-08-26,On-Time,0
D025205,O030006,2023-05-02,2023-05-02,On-Time,0
D025206,O030007,2023-09-12,2023-09-12,On-Time,0
D025207,O030008,2023-11-17,2023-11-17,On-Time,0
D025208,O030010,2023-12-18,2023-12-18,On-Time,0
D025209,O030011,2023-12-17,2023-12-19,Delayed,2
D025210,O030012,2023-10-05,2023-10-05,On-Time,0
D025211,O030013,2023-02-28,2023-02-28,On-Time,0
D025212,O030014,2023-09-24,2023-09-24,On-Time,0
D025213,O030015,2023-06-01,2023-06-01,On-Time,0
D025214,O030017,2023-10-11,2023-10-15,Delayed,4
D025215,O030018,2023-12-30,2023-12-30,On-Time,0
D025216,O030019,2023-01-17,2023-01-20,Delayed,3
D025217,O030020,2023-05-11,2023-05-11,On-Time,0
D025218,O030021,2023-01-12,2023-01-12,On-Time,0
D025219,O030023,2023-01-07,2023-01-07,On-Time,0
D025220,O030024,2023-11-29,2023-11-29,On-Time,0
D025221,O030025,2023-12-27,2023-12-27,On-Time,0
D025222,O030026,2023-11-14,2023-11-14,On-Time,0
D025223,O030027,2023-08-30,2023-08-30,On-Time,0
D025224,O030028,2023-08-10,2023-08-10,On-Time,0
D025225,O030029,2023-11-18,2023-11-18,On-Time,0
D025226,O030030,2023-02-18,2023-02-18,On-Time,0
D025227,O030031,2023-11-13,2023-11-13,On-Time,0
D025228,O030032,2023-01-25,2023-01-25,On-Time,0
D025229,O030033,2023-01-20,2023-01-20,On-Time,0
D025230,O030034,2023-09-28,2023-09-28,On-Time,0
D025231,O030035,2023-06-27,2023-06-27,On-Time,0
D025232,O030038,2023-02-09,2023-02-12,Delayed,3
D025233,O030039,2023-04-18,2023-04-22,Delayed,4
D025234,O030040,2023-11-09,2023-11-09,On-Time,0
D025235,O030041,2023-08-12,2023-08-16,Delayed,4
D025236,O030042,2023-05-02,2023-05-02,On-Time,0
D025237,O030043,2023-03-23,2023-03-24,Delayed,1
D025238,O030044,2023-03-10,2023-03-10,On-Time,0
D025239,O030046,2023-11-20,2023-11-20,On-Time,0
D025240,O030047,2023-05-09,2023-05-09,On-Time,0
D025241,O030048,2023-09-06,2023-09-06,On-Time,0
D025242,O030050,2023-08-25,2023-08-25,On-Time,0
D025243,O030051,2023-11-30,2023-11-30,On-Time,0
D025244,O030052,2023-03-01,2023-03-05,Delayed,4
D025245,O030053,2023-02-25,2023-02-25,On-Time,0
D025246,O030054,2023-12-23,2023-12-23,On-Time,0
D025247,O030055,2023-10-22,2023-10-22,On-Time,0
D025248,O030056,2023-02-12,2023-02-12,On-Time,0
D025249,O030057,2023-04-10,2023-04-10,On-Time,0
D025250,O030059,2023-10-01,2023-10-01,On-Time,0
D025251,O030060,2023-06-17,2023-06-17,On-Time,0
D025252,O030061,2023-07-28,2023-07-28,On-Time,0
D025253,O030062,2023-12-17,2023-12-20,Delayed,3
D025254,O030063,2023-04-20,2023-04-21,Delayed,1
D025255,O030064,2023-08-05,2023-08-05,On-Time,0
D025256,O030065,2023-04-02,2023-04-02,On-Time,0
D025257,O030066,2023-05-12,2023-05-16,Delayed,4
D025258,O030067,2023-05-28,2023-05-28,On-Time,0
D025259,O030068,2023-09-08,2023-09-12,Delayed,4
D025260,O030070,2023-03-30,2023-03-30,On-Time,0
D025261,O030071,2023-12-30,2023-12-30,On-Time,0
D025262,O030072,2023-04-23,2023-04-23,On-Time,0
D025263,O030073,2023-08-18,2023-08-18,On-Time,0
D025264,O030075,2023-08-07,2023-08-07,On-Time,0
D025265,O030076,2023-06-10,2023-06-10,On-Time,0
D025266,O030077,2023-07-17,2023-07-17,On-Time,0
D025267,O030078,2023-12-19,2023-12-19,On-Time,0
D025268,O030079,2023-10-25,2023-10-25,On-Time,0
D025269,O030080,2023-03-18,2023-03-18,On-Time,0
D025270,O030081,2023-05-14,2023-05-16,Delayed,2
D025271,O030082,2023-11-06,2023-11-06,On-Time,0
D025272,O030083,2023-03-07,2023-03-08,Delayed,1
D025273,O030084,2023-02-08,2023-02-08,On-Time,0
D025274,O030085,2023-11-10,2023-11-10,On-Time,0
D025275,O030086,2023-03-21,2023-03-21,On-Time,0
D025276,O030087,2023-01-06,2023-01-06,On-Time,0
D025277,O030088,2023-01-28,2023-01-28,On-Time,0
D025278,O030089,2023-10-05,2023-10-05,On-Time,0
D025279,O030090,2023-08-17,2023-08-17,On-Time,0
D025280,O030092,2023-11-08,2023-11-08,On-Time,0
D025281,O030095,2023-11-27,2023-11-27,On-Time,0
D025282,O030096,2023-12-21,2023-12-21,On-Time,0
D025283,O030097,2023-05-13,2023-05-13,On-Time,0
D025284,O030099,2023-12-01,2023-12-01,On-Time,0
D025285,O030100,2023-02-04,2023-02-04,On-Time,0
D025286,O030101,2023-09-17,2023-09-17,On-Time,0
D025287,O030102,2023-01-26,2023-01-30,Delayed,4
D025288,O030104,2023-03-03,2023-03-03,On-Time,0
D025289,O030105,2023-09-20,2023-09-20,On-Time,0
D025290,O030106,2023-01-29,2023-01-29,On-Time,0
D025291,O030107,2023-04-10,2023-04-10,On-Time,0
D025292,O030108,2023-07-17,2023-07-17,On-Time,0
D025293,O030109,2023-09-28,2023-09-28,On-Time,0
D025294,O030110,2023-05-28,2023-05-28,On-Time,0
D025295,O030111,2023-06-24,2023-06-24,On-Time,0
D025296,O030112,2023-06-07,2023-06-07,On-Time,0
D025297,O030113,2023-02-25,2023-02-25,On-Time,0
D025298,O030114,2023-07-02,2023-07-02,On-Time,0
D025299,O030115,2023-02-09,2023-02-09,On-Time,0
D025300,O030117,2023-07-08,2023-07-08,On-Time,0
D025301,O030118,2023-07-05,2023-07-05,On-Time,0
D025302,O030120,2023-11-24,2023-11-24,On-Time,0
D025303,O030121,2023-10-19,2023-10-19,On-Time,0
D025304,O030124,2023-02-20,2023-02-23,Delayed,3
D025305,O030125,2023-08-13,2023-08-16,Delayed,3
D025306,O030126,2023-07-02,2023-07-03,Delayed,1
D025307,O030127,2023-09-27,2023-09-27,On-Time,0
D025308,O030128,2023-04-08,2023-04-10,Delayed,2
D025309,O030129,2023-05-27,2023-05-31,Delayed,4
D025310,O030130,2023-11-14,2023-11-14,On-Time,0
D025311,O030131,2023-11-11,2023-11-13,Delayed,2
D025312,O030132,2023-12-01,2023-12-01,On-Time,0
D025313,O030133,2023-05-11,2023-05-11,On-Time,0
D025314,O030134,2023-08-12,2023-08-12,On-Time,0
D025315,O030135,2023-07-26,2023-07-26,On-Time,0
D025316,O030136,2023-01-22,2023-01-23,Delayed,1
D025317,O030137,2023-04-07,2023-04-07,On-Time,0
D025318,O030138,2023-07-13,2023-07-13,On-Time,0
D025319,O030139,2023-09-27,2023-09-27,On-Time,0
D025320,O030141,2023-10-31,2023-11-04,Delayed,4
D025321,O030142,2023-07-07,2023-07-07,On-Time,0
D025322,O030143,2023-12-10,2023-12-11,Delayed,1
D025323,O030145,2023-10-14,2023-10-14,On-Time,0
D025324,O030146,2023-07-25,2023-07-25,On-Time,0
D025325,O030147,2023-03-23,2023-03-23,On-Time,0
D025326,O030148,2023-05-25,2023-05-26,Delayed,1
D025327,O030149,2023-11-13,2023-11-13,On-Time,0
D025328,O030150,2023-11-07,2023-11-07,On-Time,0
D025329,O030151,2023-08-23,2023-08-25,Delayed,2
D025330,O030152,2023-12-09,2023-12-09,On-Time,0
D025331,O030154,2023-06-28,2023-06-28,On-Time,0
D025332,O030155,2023-05-09,2023-05-09,On-Time,0
D025333,O030156,2023-03-19,2023-03-19,On-Time,0
D025334,O030157,2023-09-21,2023-09-21,On-Time,0
D025335,O030158,2023-03-21,2023-03-21,On-Time,0
D025336,O030159,2023-12-12,2023-12-16,Delayed,4
D025337,O030160,2023-05-31,2023-05-31,On-Time,0
D025338,O030161,2023-07-22,2023-07-22,On-Time,0
D025339,O030162,2023-08-04,2023-08-04,On-Time,0
D025340,O030163,2023-06-24,2023-06-25,Delayed,1
D025341,O030164,2023-01-28,2023-01-28,On-Time,0
D025342,O030166,2023-05-03,2023-05-03,On-Time,0
D025343,O030167,2023-08-24,2023-08-24,On-Time,0
D025344,O030168,2023-08-13,2023-08-13,On-Time,0
D025345,O030169,2023-12-27,2023-12-27,On-Time,0
D025346,O030170,2023-07-30,2023-07-30,On-Time,0
D025347,O030171,2023-06-27,2023-06-27,On-Time,0
D025348,O030174,2023-02-28,2023-02-28,On-Time,0
D025349,O030176,2023-11-10,2023-11-11,Delayed,1
D025350,O030177,2023-01-16,2023-01-16,On-Time,0
D025351,O030178,2023-02-19,2023-02-19,On-Time,0
D025352,O030179,2023-10-15,2023-10-15,On-Time,0
D025353,O030180,2023-04-15,2023-04-17,Delayed,2
D025354,O030182,2023-07-13,2023-07-13,On-Time,0
D025355,O030183,2023-09-01,2023-09-01,On-Time,0
D025356,O030184,2023-11-03,2023-11-03,On-Time,0
D025357,O030185,2023-08-19,2023-08-21,Delayed,2
D025358,O030186,2023-02-05,2023-02-05,On-Time,0
D025359,O030188,2023-03-07,2023-03-08,Delayed,1
D025360,O030190,2023-05-28,2023-05-28,On-Time,0
D025361,O030191,2023-09-09,2023-09-09,On-Time,0
D025362,O030192,2023-12-12,2023-12-13,Delayed,1
D025363,O030193,2023-06-04,2023-06-04,On-Time,0
D025364,O030196,2023-10-04,2023-10-04,On-Time,0
D025365,O030197,2023-11-23,2023-11-23,On-Time,0
D025366,O030198,2023-08-25,2023-08-25,On-Time,0
D025367,O030200,2023-02-16,2023-02-16,On-Time,0
D025368,O030201,2023-05-26,2023-05-26,On-Time,0
D025369,O030204,2023-06-24,2023-06-24,On-Time,0
D025370,O030205,2023-11-25,2023-11-25,On-Time,0
D025371,O030206,2024-01-02,2024-01-02,On-Time,0
D025372,O030207,2023-03-22,2023-03-22,On-Time,0
D025373,O030208,2023-12-13,2023-12-13,On-Time,0
D025374,O030209,2023-05-02,2023-05-02,On-Time,0
D025375,O030210,2023-03-25,2023-03-25,On-Time,0
D025376,O030211,2023-10-18,2023-10-18,On-Time,0
D025377,O030212,2023-12-02,2023-12-06,Delayed,4
D025378,O030213,2023-10-03,2023-10-03,On-Time,0
D025379,O030214,2023-02-10,2023-02-10,On-Time,0
D025380,O030215,2023-02-24,2023-02-24,On-Time,0
D025381,O030216,2023-12-05,2023-12-05,On-Time,0
D025382,O030217,2023-12-28,2023-12-28,On-Time,0
D025383,O030218,2023-03-08,2023-03-08,On-Time,0
D025384,O030219,2023-07-16,2023-07-16,On-Time,0
D025385,O030220,2023-01-25,2023-01-26,Delayed,1
D025386,O030221,2023-11-26,2023-11-26,On-Time,0
D025387,O030222,2023-08-22,2023-08-22,On-Time,0
D025388,O030223,2023-12-11,2023-12-11,On-Time,0
D025389,O030225,2023-01-07,2023-01-10,Delayed,3
D025390,O030226,2023-07-14,2023-07-14,On-Time,0
D025391,O030227,2023-10-16,2023-10-18,Delayed,2
D025392,O030228,2023-03-29,2023-03-29,On-Time,0
D025393,O030229,2023-10-18,2023-10-18,On-Time,0
D025394,O030230,2023-07-22,2023-07-22,On-Time,0
D025395,O030231,2023-10-01,2023-10-01,On-Time,0
D025396,O030232,2023-01-07,2023-01-08,Delayed,1
D025397,O030233,2023-03-10,2023-03-12,Delayed,2
D025398,O030234,2023-07-15,2023-07-15,On-Time,0
D025399,O030235,2023-09-28,2023-09-28,On-Time,0
D025400,O030236,2023-04-25,2023-04-25,On-Time,0
D025401,O030237,2023-03-23,2023-03-23,On-Time,0
D025402,O030238,2023-05-22,2023-05-22,On-Time,0
D025403,O030239,2023-04-13,2023-04-13,On-Time,0
D025404,O030240,2023-09-22,2023-09-22,On-Time,0
D025405,O030241,2023-02-01,2023-02-01,On-Time,0
D025406,O030242,2023-08-16,2023-08-16,On-Time,0
D025407,O030243,2023-08-11,2023-08-11,On-Time,0
D025408,O030244,2023-07-15,2023-07-15,On-Time,0
D025409,O030245,2023-07-01,2023-07-01,On-Time,0
D025410,O030246,2023-10-28,2023-10-28,On-Time,0
D025411,O030248,2023-10-11,2023-10-11,On-Time,0
D025412,O030249,2023-09-23,2023-09-23,On-Time,0
D025413,O030251,2023-03-09,2023-03-09,On-Time,0
D025414,O030254,2023-05-10,2023-05-10,On-Time,0
D025415,O030255,2023-01-08,2023-01-08,On-Time,0
D025416,O030256,2023-12-28,2023-12-28,On-Time,0
D025417,O030257,2023-03-02,2023-03-02,On-Time,0
D025418,O030260,2023-07-14,2023-07-14,On-Time,0
D025419,O030261,2023-01-23,2023-01-25,Delayed,2
D025420,O030262,2023-01-19,2023-01-19,On-Time,0
D025421,O030263,2023-09-17,2023-09-17,On-Time,0
D025422,O030264,2023-12-03,2023-12-03,On-Time,0
D025423,O030265,2023-04-12,2023-04-16,Delayed,4
D025424,O030267,2023-04-09,2023-04-09,On-Time,0
D025425,O030268,2023-03-02,2023-03-02,On-Time,0
D025426,O030269,2023-06-29,2023-06-29,On-Time,0
D025427,O030270,2023-12-23,2023-12-23,On-Time,0
D025428,O030271,2023-09-13,2023-09-13,On-Time,0
D025429,O030272,2023-12-16,2023-12-16,On-Time,0
D025430,O030273,2023-08-26,2023-08-26,On-Time,0
D025431,O030274,2023-06-04,2023-06-04,On-Time,0
D025432,O030276,2023-08-09,2023-08-09,On-Time,0
D025433,O030277,2023-12-13,2023-12-17,Delayed,4
D025434,O030278,2023-12-31,2023-12-31,On-Time,0
D025435,O030281,2024-01-02,2024-01-02,On-Time,0
D025436,O030282,2023-10-18,2023-10-18,On-Time,0
D025437,O030283,2023-11-10,2023-11-10,On-Time,0
D025438,O030284,2023-11-14,2023-11-14,On-Time,0
D025439,O030285,2023-10-14,2023-10-14,On-Time,0
D025440,O030286,2023-03-17,2023-03-17,On-Time,0
D025441,O030287,2023-02-12,2023-02-12,On-Time,0
D025442,O030288,2023-10-23,2023-10-23,On-Time,0
D025443,O030289,2023-10-14,2023-10-14,On-Time,0
D025444,O030290,2023-04-07,2023-04-07,On-Time,0
D025445,O030291,2023-11-30,2023-11-30,On-Time,0
D025446,O030292,2023-02-20,2023-02-20,On-Time,0
D025447,O030293,2023-12-06,2023-12-06,On-Time,0
D025448,O030294,2023-12-14,2023-12-14,On-Time,0
D025449,O030296,2023-07-20,2023-07-24,Delayed,4
D025450,O030297,2023-07-24,2023-07-24,On-Time,0
D025451,O030298,2023-10-18,2023-10-18,On-Time,0
D025452,O030299,2023-09-14,2023-09-14,On-Time,0
D025453,O030300,2023-07-07,2023-07-07,On-Time,0
D025454,O030301,2023-08-11,2023-08-11,On-Time,0
D025455,O030302,2023-12-04,2023-12-06,Delayed,2
D025456,O030303,2023-08-24,2023-08-24,On-Time,0
D025457,O030304,2023-09-18,2023-09-20,Delayed,2
D025458,O030305,2023-09-21,2023-09-21,On-Time,0
D025459,O030306,2023-01-06,2023-01-06,On-Time,0
D025460,O030307,2023-10-25,2023-10-25,On-Time,0
D025461,O030310,2023-12-15,2023-12-15,On-Time,0
D025462,O030311,2023-11-04,2023-11-08,Delayed,4
D025463,O030313,2023-04-05,2023-04-08,Delayed,3
D025464,O030315,2023-04-02,2023-04-06,Delayed,4
D025465,O030316,2023-03-12,2023-03-12,On-Time,0
D025466,O030317,2023-11-25,2023-11-25,On-Time,0
D025467,O030318,2023-07-16,2023-07-17,Delayed,1
D025468,O030319,2023-03-20,2023-03-20,On-Time,0
D025469,O030320,2023-02-05,2023-02-07,Delayed,2
D025470,O030321,2023-04-13,2023-04-13,On-Time,0
D025471,O030322,2023-08-01,2023-08-01,On-Time,0
D025472,O030323,2023-12-13,2023-12-13,On-Time,0
D025473,O030324,2023-01-05,2023-01-05,On-Time,0
D025474,O030325,2023-07-29,2023-07-29,On-Time,0
D025475,O030326,2023-04-14,2023-04-14,On-Time,0
D025476,O030327,2023-12-29,2023-12-29,On-Time,0
D025477,O030328,2023-01-11,2023-01-11,On-Time,0
D025478,O030329,2023-04-13,2023-04-13,On-Time,0
D025479,O030332,2023-01-28,2023-01-28,On-Time,0
D025480,O030333,2023-09-10,2023-09-10,On-Time,0
D025481,O030335,2023-03-01,2023-03-01,On-Time,0
D025482,O030336,2023-11-24,2023-11-24,On-Time,0
D025483,O030337,2023-04-25,2023-04-28,Delayed,3
D025484,O030338,2023-04-01,2023-04-01,On-Time,0
D025485,O030339,2023-04-27,2023-04-27,On-Time,0
D025486,O030340,2023-11-01,2023-11-01,On-Time,0
D025487,O030341,2023-12-26,2023-12-26,On-Time,0
D025488,O030342,2023-10-14,2023-10-14,On-Time,0
D025489,O030343,2023-02-21,2023-02-21,On-Time,0
D025490,O030344,2023-12-17,2023-12-17,On-Time,0
D025491,O030345,2023-10-06,2023-10-06,On-Time,0
D025492,O030346,2023-11-06,2023-11-09,Delayed,3
D025493,O030347,2023-11-03,2023-11-03,On-Time,0
D025494,O030348,2023-10-07,2023-10-07,On-Time,0
D025495,O030349,2023-03-30,2023-03-30,On-Time,0
D025496,O030351,2023-06-22,2023-06-22,On-Time,0
D025497,O030352,2023-06-27,2023-07-01,Delayed,4
D025498,O030353,2023-01-09,2023-01-09,On-Time,0
D025499,O030354,2023-07-29,2023-07-29,On-Time,0
D025500,O030355,2023-07-28,2023-07-28,On-Time,0
D025501,O030356,2023-10-14,2023-10-14,On-Time,0
D025502,O030357,2023-12-10,2023-12-10,On-Time,0
D025503,O030359,2023-09-27,2023-09-27,On-Time,0
D025504,O030360,2023-05-19,2023-05-19,On-Time,0
D025505,O030361,2023-08-12,2023-08-12,On-Time,0
D025506,O030362,2023-11-24,2023-11-24,On-Time,0
D025507,O030363,2023-03-01,2023-03-01,On-Time,0
