order_id,product_id,warehouse_id,quantity,order_date,order_amount,order_status
O028643,P001,W005,2,2023-07-20,52,Delivered
O028644,P016,W002,2,2023-06-21,358,Cancelled
O028645,P013,W007,4,2023-10-11,500,Delivered
O028646,P022,W009,2,2023-04-14,640,Delivered
O028647,P008,W009,1,2023-02-03,30,Delivered
O028648,P002,W002,2,2023-06-29,90,Delivered
O028649,P023,W009,1,2023-10-10,25,Delivered
O028650,P030,W004,2,2023-06-30,440,Delivered
O028651,P025,W004,2,2023-12-26,300,Delivered
O028652,P013,W002,2,2023-09-18,250,Delivered
O028653,P017,W006,2,2023-09-28,178,Delivered
O028654,P030,W007,2,2023-01-10,440,Delivered
O028655,P020,W008,1,2023-06-23,199,Cancelled
O028656,P001,W005,3,2023-12-13,78,Delivered
O028657,P014,W009,3,2023-10-24,60,Delivered
O028658,P015,W007,2,2023-12-13,598,Delivered
O028659,P014,W005,2,2023-01-27,40,Delivered
O028660,P013,W003,3,2023-07-24,375,Cancelled
O028661,P015,W003,2,2023-03-14,598,Delivered
O028662,P008,W010,2,2023-10-07,60,Delivered
O028664,P018,W009,2,2023-03-10,90,Delivered
O028666,P010,W008,1,2023-08-30,25,Delivered
O028667,P016,W005,1,2023-06-22,179,Delivered
O028668,P026,W002,2,2023-07-31,360,Delivered
O028669,P026,W004,1,2023-01-09,180,Delivered
O028671,P018,W008,2,2023-11-22,90,Delivered
O028672,P005,W002,4,2023-12-15,140,Delivered
O028673,P014,W005,1,2023-06-01,20,Delivered
O028674,P011,W010,2,2023-06-30,80,Delivered
O028675,P027,W006,1,2023-08-30,350,Delivered
O028676,P026,W005,2,2023-04-06,360,Delivered
O028677,P028,W001,2,2023-01-12,260,Delivered
O028678,P029,W007,2,2023-03-10,178,Delivered
O028679,P001,W005,2,2023-12-25,52,Delivered
O028680,P013,W003,1,2023-12-18,125,Delivered
O028681,P030,W008,1,2023-06-03,220,Cancelled
O028682,P029,W009,1,2023-10-28,89,Pending
O028683,P009,W001,1,2023-07-24,60,Delivered
O028684,P024,W004,2,2023-10-29,360,Delivered
O028685,P019,W002,2,2023-03-23,398,Delivered
O028686,P027,W002,2,2023-12-30,700,Delivered
O028687,P024,W010,1,2023-02-20,180,Delivered
O028688,P019,W002,1,2023-01-24,199,Delivered
O028689,P027,W007,1,2023-05-27,350,Delivered
O028690,P020,W004,2,2023-12-27,398,Delivered
O028692,P020,W002,1,2023-07-29,199,Delivered
O028693,P001,W009,3,2023-08-13,78,Delivered
O028695,P014,W001,2,2023-08-08,40,Delivered
O028696,P008,W008,1,2023-03-28,30,Delivered
O028697,P008,W010,2,2023-11-17,60,Delivered
O028698,P022,W002,1,2023-09-10,320,Delivered
O028699,P014,W003,1,2023-05-21,20,Delivered
O028700,P028,W010,1,2023-12-06,130,Delivered
O028701,P017,W002,1,2023-10-06,89,Delivered
O028702,P001,W009,3,2023-04-05,78,Delivered
O028703,P003,W002,1,2023-07-09,55,Delivered
O028704,P019,W004,2,2023-05-15,398,Delivered
O028705,P019,W001,2,2023-05-15,398,Delivered
O028706,P019,W003,1,2023-01-23,199,Delivered
O028707,P028,W008,2,2023-03-22,260,Delivered
O028708,P004,W007,3,2023-03-16,267,Delivered
O028709,P028,W005,2,2023-12-20,260,Delivered
O028710,P024,W003,1,2023-07-05,180,Delivered
O028711,P005,W008,2,2023-11-24,70,Delivered
O028712,P010,W002,2,2023-06-17,50,Delivered
O028714,P023,W009,1,2023-10-11,25,Delivered
O028715,P002,W010,4,2023-08-01,180,Delivered
O028716,P022,W002,1,2023-09-26,320,Cancelled
O028717,P010,W005,2,2023-12-06,50,Delivered
O028718,P009,W006,2,2023-09-27,120,Delivered
O028719,P027,W005,1,2023-07-30,350,Delivered
O028720,P008,W003,1,2023-08-17,30,Delivered
O028721,P014,W001,3,2023-11-09,60,Delivered
O028722,P013,W010,4,2023-07-26,500,Delivered
O028723,P013,W005,4,2023-07-19,500,Pending
O028724,P019,W006,1,2023-05-05,199,Cancelled
O028725,P026,W001,2,2023-08-31,360,Delivered
O028726,P019,W001,1,2023-05-16,199,Delivered
O028727,P009,W009,1,2023-08-21,60,Delivered
O028728,P021,W007,1,2023-03-27,280,Delivered
O028729,P026,W005,1,2023-05-20,180,Delivered
O028730,P020,W001,2,2023-07-16,398,Delivered
O028731,P005,W005,1,2023-03-23,35,Cancelled
O028732,P015,W005,1,2023-06-10,299,Delivered
O028733,P026,W003,2,2023-12-24,360,Pending
O028734,P027,W003,2,2023-03-17,700,Delivered
O028735,P008,W001,2,2023-07-14,60,Delivered
O028736,P022,W005,2,2023-10-20,640,Delivered
O028737,P004,W003,3,2023-03-09,267,Delivered
O028738,P017,W009,2,2023-01-19,178,Delivered
O028739,P020,W003,2,2023-01-28,398,Delivered
O028740,P023,W007,1,2023-03-17,25,Delivered
O028741,P007,W010,2,2023-10-02,40,Delivered
O028742,P004,W009,3,2023-10-06,267,Delivered
O028743,P024,W002,2,2023-04-13,360,Cancelled
O028744,P008,W003,2,2023-10-23,60,Delivered
O028745,P007,W003,1,2023-12-16,20,Delivered
O028746,P016,W009,2,2023-01-09,358,Delivered
O028747,P008,W003,2,2023-05-14,60,Delivered
O028748,P014,W004,2,2023-05-06,40,Delivered
O028749,P008,W001,2,2023-10-24,60,Delivered
O028750,P002,W001,3,2023-11-21,135,Cancelled
O028751,P026,W005,2,2023-11-30,360,Delivered
O028752,P028,W005,2,2023-03-05,260,Delivered
O028753,P030,W007,2,2023-06-19,440,Delivered
O028754,P004,W009,4,2023-08-25,356,Pending
O028755,P013,W007,2,2023-02-06,250,Delivered
O028757,P003,W004,2,2023-07-05,110,Delivered
O028758,P009,W006,2,2023-03-27,120,Delivered
O028759,P025,W002,1,2023-10-10,150,Delivered
O028760,P004,W003,2,2023-05-22,178,Delivered
O028761,P010,W004,1,2023-10-16,25,Delivered
O028762,P022,W009,1,2023-08-30,320,Delivered
O028763,P030,W003,1,2023-09-16,220,Delivered
O028764,P029,W003,1,2023-06-13,89,Cancelled
O028765,P012,W004,4,2023-02-24,396,Pending
O028766,P030,W008,1,2023-01-30,220,Delivered
O028767,P022,W002,1,2023-09-08,320,Delivered
O028769,P020,W010,1,2023-05-10,199,Cancelled
O028770,P002,W009,1,2023-07-11,45,Delivered
O028771,P008,W003,2,2023-07-21,60,Delivered
O028772,P018,W005,2,2023-09-21,90,Delivered
O028773,P009,W010,1,2023-02-28,60,Delivered
O028774,P021,W007,1,2023-12-15,280,Delivered
O028775,P005,W004,2,2023-12-19,70,Delivered
O028776,P014,W004,3,2023-10-30,60,Cancelled
O028777,P028,W009,1,2023-05-23,130,Delivered
O028778,P005,W008,2,2023-01-28,70,Cancelled
O028779,P011,W001,3,2023-09-12,120,Delivered
O028780,P001,W008,2,2023-08-28,52,Cancelled
O028781,P004,W010,3,2023-06-23,267,Delivered
O028782,P018,W001,2,2023-05-12,90,Delivered
O028783,P013,W001,3,2023-10-23,375,Cancelled
O028784,P020,W001,2,2023-09-15,398,Delivered
O028785,P022,W008,1,2023-02-04,320,Delivered
O028786,P025,W010,2,2023-10-17,300,Delivered
O028787,P013,W006,4,2023-07-27,500,Delivered
O028788,P006,W001,1,2023-09-03,20,Cancelled
O028789,P022,W002,1,2023-04-11,320,Delivered
O028790,P003,W004,3,2023-09-11,165,Delivered
O028791,P024,W010,2,2023-05-12,360,Delivered
O028792,P001,W005,4,2023-12-28,104,Delivered
O028794,P019,W002,1,2023-07-05,199,Delivered
O028795,P029,W007,1,2023-11-27,89,Delivered
O028796,P013,W005,1,2023-11-21,125,Delivered
O028797,P018,W004,1,2023-04-23,45,Delivered
O028798,P009,W005,2,2023-01-17,120,Delivered
O028799,P018,W004,1,2023-02-08,45,Delivered
O028800,P016,W010,2,2023-05-24,358,Delivered
O028801,P006,W010,2,2023-02-18,40,Delivered
O028802,P030,W005,2,2023-05-11,440,Delivered
O028803,P020,W001,1,2023-06-16,199,Delivered
O028805,P013,W007,3,2023-08-07,375,Delivered
O028806,P010,W002,2,2023-03-16,50,Delivered
O028807,P023,W005,2,2023-11-30,50,Delivered
O028808,P006,W002,1,2023-03-11,20,Delivered
O028809,P012,W009,2,2023-04-18,198,Delivered
O028810,P028,W003,2,2023-07-25,260,Delivered
O028811,P005,W010,4,2023-08-06,140,Delivered
O028812,P007,W008,1,2023-10-24,20,Delivered
O028814,P004,W003,3,2023-03-09,267,Delivered
O028815,P008,W010,2,2023-07-07,60,Delivered
O028816,P019,W004,2,2023-08-26,398,Cancelled
O028817,P002,W006,1,2023-10-10,45,Delivered
O028818,P008,W008,2,2023-07-14,60,Delivered
O028819,P023,W004,1,2023-07-12,25,Delivered
O028820,P009,W007,1,2023-05-31,60,Pending
O028821,P021,W008,1,2023-04-26,280,Delivered
O028822,P020,W007,1,2023-11-08,199,Delivered
O028823,P006,W002,2,2023-11-23,40,Delivered
O028824,P015,W001,3,2023-10-11,897,Delivered
O028825,P028,W002,1,2023-08-19,130,Pending
O028826,P025,W002,1,2023-07-24,150,Delivered
O028827,P020,W009,1,2023-04-14,199,Cancelled
O028828,P009,W010,2,2023-10-31,120,Delivered
O028829,P001,W006,2,2023-02-15,52,Delivered
O028830,P014,W004,4,2023-04-07,80,Delivered
O028831,P009,W003,1,2023-10-03,60,Delivered
O028832,P005,W005,2,2023-08-28,70,Delivered
O028833,P023,W002,1,2023-05-16,25,Delivered
O028834,P020,W010,1,2023-09-10,199,Delivered
O028835,P027,W005,2,2023-11-20,700,Delivered
O028836,P013,W008,3,2023-09-28,375,Delivered
O028837,P006,W002,1,2023-07-21,20,Delivered
O028838,P026,W002,1,2023-12-19,180,Delivered
O028839,P024,W002,1,2023-11-21,180,Delivered
O028840,P022,W007,2,2023-05-25,640,Delivered
O028841,P012,W005,1,2023-01-03,99,Delivered
O028843,P002,W003,2,2023-05-01,90,Cancelled
O028844,P010,W010,1,2023-03-14,25,Delivered
O028845,P017,W007,2,2023-09-21,178,Delivered
O028847,P026,W001,2,2023-08-06,360,Delivered
O028848,P012,W007,2,2023-10-12,198,Delivered
O028849,P009,W003,2,2023-06-28,120,Cancelled
O028851,P029,W005,2,2023-07-11,178,Delivered
O028852,P010,W004,1,2023-05-15,25,Cancelled
O028853,P006,W002,2,2023-07-22,40,Delivered
O028856,P027,W003,2,2023-10-27,700,Cancelled
O028857,P023,W003,2,2023-02-07,50,Delivered
O028858,P011,W004,3,2023-03-08,120,Delivered
O028859,P020,W010,2,2023-05-01,398,Delivered
O028860,P008,W001,1,2023-10-24,30,Cancelled
O028861,P003,W005,2,2023-07-24,110,Delivered
O028862,P028,W001,2,2023-03-28,260,Delivered
O028863,P028,W003,1,2023-05-15,130,Delivered
O028864,P030,W007,2,2023-04-17,440,Delivered
O028865,P026,W009,1,2023-01-30,180,Delivered
O028866,P001,W003,1,2023-04-18,26,Cancelled
O028867,P022,W005,1,2023-12-27,320,Delivered
O028868,P028,W005,2,2023-09-21,260,Delivered
O028869,P008,W007,2,2023-03-03,60,Delivered
O028870,P025,W001,2,2023-10-02,300,Delivered
O028871,P007,W010,1,2023-09-20,20,Delivered
O028872,P023,W003,2,2023-11-21,50,Delivered
O028873,P027,W007,2,2023-06-25,700,Delivered
O028874,P010,W001,2,2023-12-09,50,Delivered
O028875,P012,W005,3,2023-10-28,297,Delivered
O028876,P006,W010,1,2023-04-03,20,Cancelled
O028877,P025,W004,1,2023-08-11,150,Delivered
O028878,P010,W008,1,2023-09-24,25,Delivered
O028879,P008,W010,2,2023-04-02,60,Delivered
O028880,P024,W005,2,2023-02-09,360,Delivered
O028881,P006,W009,2,2023-06-16,40,Delivered
O028882,P002,W007,4,2023-10-02,180,Delivered
O028883,P005,W001,3,2023-05-27,105,Delivered
O028884,P004,W010,1,2023-05-23,89,Delivered
O028885,P028,W001,1,2023-12-01,130,Delivered
O028886,P007,W003,1,2023-02-20,20,Delivered
O028887,P009,W005,1,2023-08-04,60,Delivered
O028888,P004,W010,2,2023-11-27,178,Delivered
O028889,P010,W006,2,2023-07-06,50,Delivered
O028890,P006,W005,1,2023-03-20,20,Cancelled
O028891,P027,W002,2,2023-11-01,700,Delivered
O028893,P022,W002,2,2023-09-22,640,Delivered
O028894,P029,W010,1,2023-04-05,89,Delivered
O028895,P007,W003,1,2023-08-13,20,Pending
O028896,P019,W001,2,2023-08-12,398,Cancelled
O028897,P002,W008,1,2023-12-07,45,Delivered
O028898,P026,W002,2,2023-10-18,360,Delivered
O028899,P023,W009,2,2023-12-23,50,Delivered
O028900,P003,W005,4,2023-10-12,220,Delivered
O028901,P018,W005,2,2023-11-01,90,Delivered
O028902,P018,W009,1,2023-01-16,45,Delivered
O028903,P026,W001,2,2023-03-08,360,Delivered
O028904,P009,W004,1,2023-02-12,60,Delivered
O028905,P007,W009,1,2023-02-26,20,Delivered
O028906,P005,W003,2,2023-08-26,70,Delivered
O028907,P029,W001,2,2023-06-24,178,Delivered
O028908,P029,W006,2,2023-05-17,178,Delivered
O028909,P001,W002,2,2023-05-27,52,Delivered
O028910,P010,W003,1,2023-10-24,25,Delivered
O028912,P030,W007,2,2023-08-25,440,Delivered
O028914,P029,W009,2,2023-12-08,178,Delivered
O028915,P018,W009,1,2023-10-04,45,Delivered
O028916,P011,W009,1,2023-05-20,40,Delivered
O028917,P013,W010,2,2023-10-18,250,Delivered
O028918,P029,W008,1,2023-12-06,89,Delivered
O028919,P015,W004,2,2023-04-10,598,Delivered
O028920,P026,W007,2,2023-03-20,360,Delivered
O028921,P020,W007,2,2023-08-12,398,Delivered
O028922,P023,W003,2,2023-05-07,50,Delivered
O028923,P022,W007,1,2023-03-11,320,Delivered
O028924,P029,W008,1,2023-08-23,89,Delivered
O028925,P013,W007,4,2023-11-16,500,Delivered
O028926,P016,W002,1,2023-12-15,179,Delivered
O028927,P027,W001,2,2023-04-24,700,Delivered
O028928,P025,W004,2,2023-07-12,300,Delivered
O028929,P022,W008,1,2023-09-23,320,Delivered
O028930,P004,W001,1,2023-10-31,89,Delivered
O028931,P020,W010,2,2023-08-31,398,Delivered
O028932,P027,W002,1,2023-12-09,350,Delivered
O028933,P006,W005,2,2023-06-16,40,Delivered
O028934,P023,W001,1,2023-09-25,25,Cancelled
O028935,P003,W007,4,2023-06-26,220,Delivered
O028936,P010,W008,2,2023-10-13,50,Delivered
O028937,P006,W010,2,2023-12-30,40,Delivered
O028938,P030,W003,2,2023-04-21,440,Delivered
O028939,P029,W008,2,2023-07-12,178,Cancelled
O028940,P004,W001,1,2023-04-23,89,Delivered
O028942,P025,W006,1,2023-09-11,150,Cancelled
O028943,P012,W009,1,2023-07-19,99,Delivered
O028944,P025,W004,1,2023-12-17,150,Delivered
O028945,P022,W008,1,2023-07-23,320,Delivered
O028946,P004,W006,3,2023-09-08,267,Delivered
O028947,P017,W005,1,2023-02-10,89,Delivered
O028948,P011,W003,4,2023-05-04,160,Delivered
O028949,P023,W009,2,2023-05-23,50,Delivered
O028950,P019,W006,1,2023-11-21,199,Delivered
O028951,P016,W003,2,2023-01-31,358,Delivered
O028952,P028,W007,1,2023-02-05,130,Delivered
O028953,P019,W003,2,2023-10-05,398,Delivered
O028954,P007,W008,2,2023-05-05,40,Delivered
O028955,P016,W004,2,2023-08-17,358,Delivered
O028956,P015,W001,4,2023-03-31,1196,Delivered
O028957,P011,W005,2,2023-01-22,80,Delivered
O028958,P021,W010,2,2023-06-28,560,Delivered
O028959,P021,W003,1,2023-11-14,280,Delivered
O028960,P001,W004,3,2023-05-30,78,Delivered
O028961,P005,W007,2,2023-05-27,70,Delivered
O028962,P024,W001,1,2023-07-07,180,Delivered
O028963,P011,W010,4,2023-01-06,160,Delivered
O028964,P027,W010,1,2023-03-30,350,Delivered
O028966,P021,W006,1,2023-10-28,280,Delivered
O028967,P029,W007,1,2023-05-23,89,Delivered
O028968,P013,W009,2,2023-04-07,250,Delivered
O028969,P015,W008,2,2023-02-18,598,Delivered
O028970,P022,W005,1,2023-07-25,320,Cancelled
O028971,P027,W005,2,2023-02-05,700,Cancelled
O028972,P014,W004,3,2023-04-19,60,Delivered
O028973,P009,W005,1,2023-07-24,60,Delivered
O028975,P024,W003,1,2023-12-21,180,Delivered
O028976,P006,W009,1,2023-05-31,20,Delivered
O028977,P002,W007,2,2023-12-09,90,Delivered
O028978,P021,W002,2,2023-08-21,560,Delivered
O028979,P018,W007,2,2023-11-07,90,Delivered
O028980,P006,W003,1,2023-01-25,20,Delivered
O028981,P025,W003,1,2023-06-10,150,Delivered
O028982,P022,W008,1,2023-02-21,320,Delivered
O028983,P022,W005,2,2023-12-05,640,Cancelled
O028984,P012,W002,2,2023-12-19,198,Delivered
O028985,P002,W003,2,2023-08-11,90,Pending
O028986,P005,W007,4,2023-06-02,140,Pending
O028987,P015,W004,3,2023-08-20,897,Delivered
O028988,P029,W006,2,2023-05-08,178,Delivered
O028989,P027,W008,2,2023-07-25,700,Delivered
O028990,P020,W003,2,2023-02-21,398,Delivered
O028991,P001,W002,3,2023-02-18,78,Delivered
O028992,P001,W006,1,2023-11-26,26,Delivered
O028993,P013,W009,1,2023-09-06,125,Delivered
O028994,P003,W009,4,2023-12-29,220,Pending
O028995,P029,W009,2,2023-01-19,178,Delivered
O028996,P013,W006,3,2023-08-27,375,Delivered
O028997,P004,W003,3,2023-02-22,267,Delivered
O028998,P006,W005,1,2023-01-17,20,Delivered
O028999,P009,W006,2,2023-04-08,120,Delivered
O029000,P025,W004,2,2023-10-25,300,Delivered
O029001,P016,W007,2,2023-09-28,358,Delivered
O029002,P004,W010,3,2023-06-11,267,Delivered
O029003,P010,W001,1,2023-05-04,25,Delivered
O029004,P006,W007,1,2023-02-03,20,Delivered
O029005,P015,W005,1,2023-03-04,299,Delivered
O029006,P023,W003,2,2023-09-19,50,Delivered
O029007,P019,W006,1,2023-12-20,199,Delivered
O029009,P016,W006,2,2023-05-10,358,Delivered
O029010,P027,W006,1,2023-12-18,350,Delivered
O029011,P029,W001,2,2023-06-11,178,Delivered
O029013,P027,W007,1,2023-07-06,350,Delivered
O029014,P016,W010,1,2023-07-20,179,Delivered
O029015,P025,W005,2,2023-10-07,300,Delivered
O029016,P021,W006,2,2023-02-21,560,Delivered
O029017,P014,W001,1,2023-12-01,20,Delivered
O029018,P020,W002,2,2023-04-08,398,Delivered
O029019,P014,W009,1,2023-06-22,20,Delivered
O029020,P029,W005,2,2023-04-14,178,Delivered
O029021,P012,W010,3,2023-09-04,297,Delivered
O029022,P030,W010,1,2023-12-18,220,Delivered
O029023,P021,W005,1,2023-09-17,280,Delivered
O029024,P010,W005,2,2023-08-13,50,Delivered
O029025,P020,W010,1,2023-01-24,199,Delivered
O029026,P026,W005,1,2023-02-14,180,Delivered
O029027,P001,W009,3,2023-03-06,78,Delivered
O029028,P019,W004,2,2023-09-12,398,Delivered
O029029,P020,W001,1,2023-10-31,199,Delivered
O029030,P013,W006,2,2023-08-11,250,Delivered
O029031,P012,W003,1,2023-06-26,99,Cancelled
O029032,P009,W005,2,2023-08-15,120,Delivered
O029034,P017,W009,2,2023-09-05,178,Cancelled
O029035,P004,W007,3,2023-02-21,267,Delivered
O029036,P019,W009,1,2023-11-04,199,Delivered
O029037,P025,W005,1,2023-04-02,150,Delivered
O029038,P004,W009,3,2023-07-25,267,Delivered
O029039,P004,W003,2,2023-05-19,178,Cancelled
O029040,P009,W007,1,2023-03-25,60,Delivered
O029041,P004,W002,1,2023-05-23,89,Delivered
O029042,P004,W002,4,2023-09-08,356,Delivered
O029043,P029,W005,1,2023-09-23,89,Delivered
O029045,P002,W009,2,2023-08-10,90,Cancelled
O029046,P004,W001,3,2023-03-30,267,Delivered
O029047,P012,W001,3,2023-06-27,297,Delivered
O029049,P003,W002,1,2023-05-21,55,Delivered
O029050,P030,W005,1,2023-04-07,220,Delivered
O029051,P030,W009,1,2023-07-02,220,Pending
O029053,P003,W006,1,2023-06-21,55,Delivered
O029055,P016,W002,1,2023-10-01,179,Delivered
O029056,P010,W001,2,2023-05-10,50,Delivered
O029057,P008,W010,2,2023-08-06,60,Delivered
O029059,P022,W010,1,2023-08-24,320,Delivered
O029060,P010,W001,1,2023-06-15,25,Delivered
O029062,P019,W009,1,2023-06-07,199,Delivered
O029063,P009,W002,1,2023-11-27,60,Delivered
O029064,P008,W002,1,2023-01-13,30,Delivered
O029065,P023,W007,1,2023-01-06,25,Delivered
O029066,P005,W005,3,2023-06-17,105,Delivered
O029067,P011,W007,4,2023-05-07,160,Delivered
O029068,P029,W008,1,2023-03-31,89,Pending
O029069,P005,W009,1,2023-10-27,35,Delivered
O029070,P023,W007,1,2023-03-22,25,Delivered
O029071,P004,W001,3,2023-10-02,267,Delivered
O029072,P030,W010,2,2023-01-29,440,Delivered
O029073,P016,W009,1,2023-11-05,179,Delivered
O029075,P008,W001,1,2023-03-12,30,Delivered
O029076,P010,W004,1,2023-07-01,25,Delivered
O029077,P021,W010,1,2023-06-21,280,Delivered
O029078,P016,W001,2,2023-04-06,358,Delivered
O029079,P022,W006,1,2023-12-14,320,Delivered
O029080,P012,W006,2,2023-02-28,198,Cancelled
O029081,P012,W010,1,2023-01-19,99,Delivered
O029082,P003,W008,4,2023-07-31,220,Cancelled
O029083,P011,W010,1,2023-09-01,40,Delivered
O029084,P010,W008,2,2023-10-20,50,Delivered
O029085,P025,W004,1,2023-11-08,150,Delivered
O029086,P012,W005,4,2023-10-31,396,Cancelled
O029087,P014,W003,4,2023-10-30,80,Delivered
O029088,P023,W003,2,2023-03-06,50,Delivered
O029089,P004,W005,1,2023-08-21,89,Delivered
O029090,P019,W008,2,2023-07-03,398,Delivered
O029091,P009,W005,2,2023-05-01,120,Delivered
O029092,P014,W009,2,2023-02-21,40,Delivered
O029093,P023,W008,1,2023-11-02,25,Delivered
O029094,P008,W007,2,2023-05-09,60,Delivered
O029095,P001,W004,1,2023-10-31,26,Delivered
O029096,P017,W010,2,2023-02-03,178,Delivered
O029097,P028,W009,2,2023-05-22,260,Delivered
O029098,P006,W001,1,2023-12-28,20,Delivered
O029100,P002,W010,3,2023-04-04,135,Delivered
O029101,P014,W007,2,2023-12-28,40,Delivered
O029102,P013,W009,2,2023-01-14,250,Delivered
O029103,P019,W008,1,2023-04-18,199,Delivered
O029104,P030,W002,1,2023-07-26,220,Delivered
O029105,P015,W006,3,2023-07-18,897,Delivered
O029106,P015,W002,3,2023-05-19,897,Delivered
O029107,P020,W007,1,2023-11-15,199,Delivered
O029108,P012,W008,2,2023-01-17,198,Pending
O029110,P005,W002,4,2023-05-22,140,Cancelled
O029111,P022,W001,1,2023-03-03,320,Delivered
O029112,P025,W008,2,2023-04-23,300,Delivered
O029113,P027,W009,1,2023-03-17,350,Delivered
O029114,P016,W009,2,2023-11-18,358,Delivered
O029115,P028,W010,2,2023-11-01,260,Delivered
O029116,P012,W001,3,2023-10-12,297,Delivered
O029117,P015,W009,2,2023-08-03,598,Delivered
O029118,P004,W001,4,2023-10-13,356,Cancelled
O029119,P028,W008,1,2023-07-29,130,Delivered
O029120,P002,W004,2,2023-06-27,90,Delivered
O029121,P004,W006,2,2023-11-09,178,Delivered
O029122,P018,W009,2,2023-07-19,90,Delivered
O029123,P010,W002,1,2023-05-04,25,Delivered
O029124,P023,W004,2,2023-07-20,50,Delivered
O029125,P030,W008,2,2023-03-06,440,Cancelled
O029126,P022,W009,2,2023-04-25,640,Delivered
O029127,P022,W010,2,2023-11-25,640,Delivered
O029128,P013,W008,2,2023-02-23,250,Delivered
O029129,P025,W010,1,2023-07-16,150,Cancelled
O029130,P010,W005,2,2023-05-06,50,Delivered
O029131,P005,W005,4,2023-10-15,140,Delivered
O029132,P029,W005,2,2023-05-13,178,Delivered
O029133,P016,W006,2,2023-11-06,358,Delivered
O029134,P020,W005,2,2023-09-22,398,Delivered
O029135,P007,W001,2,2023-12-17,40,Delivered
O029136,P003,W005,4,2023-02-02,220,Delivered
O029138,P024,W006,1,2023-11-08,180,Delivered
O029139,P014,W003,1,2023-02-20,20,Delivered
O029140,P006,W005,2,2023-06-08,40,Delivered
O029141,P001,W007,1,2023-07-18,26,Delivered
O029142,P012,W002,4,2023-06-05,396,Delivered
O029143,P017,W002,1,2023-03-13,89,Delivered
O029144,P019,W002,2,2023-09-08,398,Delivered
O029145,P028,W007,2,2023-05-31,260,Delivered
O029147,P015,W001,1,2023-07-04,299,Cancelled
O029148,P013,W007,3,2023-12-25,375,Delivered
O029149,P026,W005,2,2023-01-23,360,Pending
O029150,P011,W007,1,2023-12-10,40,Delivered
O029151,P020,W002,1,2023-12-20,199,Delivered
O029152,P030,W003,2,2023-04-03,440,Delivered
O029153,P006,W005,1,2023-03-15,20,Delivered
O029154,P007,W005,1,2023-03-25,20,Delivered
O029155,P023,W006,2,2023-01-24,50,Delivered
O029156,P008,W010,1,2023-03-15,30,Delivered
O029157,P018,W001,1,2023-12-28,45,Delivered
O029159,P027,W002,2,2023-05-22,700,Pending
O029160,P009,W007,1,2023-12-11,60,Delivered
O029161,P027,W009,1,2023-08-14,350,Pending
O029162,P026,W007,2,2023-06-11,360,Delivered
O029163,P014,W004,1,2023-01-11,20,Delivered
O029164,P028,W004,2,2023-03-01,260,Delivered
O029165,P018,W003,1,2023-04-04,45,Delivered
O029166,P014,W008,3,2023-10-10,60,Delivered
O029167,P023,W002,2,2023-01-23,50,Delivered
O029168,P012,W006,2,2023-04-04,198,Delivered
O029169,P021,W001,2,2023-03-03,560,Delivered
O029170,P028,W010,1,2023-07-05,130,Delivered
O029171,P011,W006,4,2023-08-17,160,Delivered
O029172,P006,W004,2,2023-09-17,40,Delivered
O029173,P010,W009,1,2023-01-23,25,Delivered
O029174,P027,W001,1,2023-01-24,350,Delivered
O029175,P012,W010,4,2023-07-07,396,Delivered
O029176,P007,W006,2,2023-08-11,40,Delivered
O029177,P010,W004,1,2023-06-28,25,Delivered
O029178,P024,W007,2,2023-03-30,360,Delivered
O029179,P017,W005,1,2023-10-09,89,Delivered
O029180,P021,W006,2,2023-10-18,560,Delivered
O029181,P002,W001,2,2023-03-31,90,Delivered
O029182,P010,W010,1,2023-10-09,25,Cancelled
O029183,P025,W005,1,2023-08-17,150,Delivered
O029184,P006,W007,2,2023-03-13,40,Delivered
O029185,P012,W003,3,2023-10-03,297,Delivered
O029186,P012,W010,3,2023-02-08,297,Delivered
O029187,P014,W002,3,2023-08-25,60,Delivered
O029188,P004,W002,1,2023-09-04,89,Delivered
O029189,P011,W001,1,2023-07-25,40,Delivered
O029190,P020,W001,1,2023-04-06,199,Delivered
O029191,P009,W006,2,2023-09-06,120,Delivered
O029192,P010,W004,2,2023-10-14,50,Delivered
O029193,P029,W007,2,2023-04-12,178,Delivered
O029194,P006,W007,1,2023-11-20,20,Delivered
O029195,P005,W006,4,2023-12-26,140,Delivered
O029196,P013,W009,1,2023-04-21,125,Delivered
O029197,P002,W010,2,2023-07-08,90,Delivered
O029198,P003,W007,3,2023-10-01,165,Delivered
O029199,P019,W001,1,2023-09-23,199,Delivered
O029200,P022,W009,2,2023-06-02,640,Delivered
O029201,P014,W003,1,2023-05-09,20,Delivered
O029202,P019,W009,2,2023-05-23,398,Delivered
O029203,P027,W007,1,2023-05-12,350,Delivered
O029204,P022,W006,1,2023-11-25,320,Delivered
O029205,P018,W002,2,2023-12-09,90,Pending
O029206,P024,W004,2,2023-03-26,360,Delivered
O029207,P009,W002,2,2023-01-23,120,Delivered
O029208,P004,W010,3,2023-02-15,267,Delivered
O029209,P023,W002,1,2023-04-18,25,Delivered
O029210,P016,W004,2,2023-10-09,358,Delivered
O029211,P009,W007,1,2023-06-07,60,Delivered
O029213,P009,W003,2,2023-04-03,120,Delivered
O029215,P003,W006,1,2023-05-17,55,Delivered
O029216,P005,W002,2,2023-07-06,70,Delivered
O029217,P017,W002,1,2023-07-20,89,Delivered
